file_path,transcript,emotion,duration
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4778.wav,"He made sure that the magazine was loaded, and resumed his paddling.",Sleepy,9.9645
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4238.wav,This tacit promise of continued acquaintance gave Saxon a little joy-thrill.,Disgusted,9.9128125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_791.wav,Between him and the beach was the cane-grass fence of the compound.,Sleepy,9.9019375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1007.wav,I tell you I am disgusted with this adventure tomfoolery and rot.,Sleepy,9.895270833
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2249.wav,A moment before he was intoxicated by a joy that was almost madness.,Sleepy,9.879604167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_710.wav,"Instead, he joined her; and they ate like two hungry children.",Sleepy,9.853375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2577.wav,Between him and the beach was the cane-grass fence of the compound.,Amused,9.8253125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_853.wav,"Quick was the disappointment in his face, yet smiling was the acquiescence.",Sleepy,9.7825625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2134.wav,Nevertheless we found ourselves once more in the high seat of abundance.,Amused,9.779
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3902.wav,"Curly rushed her antagonist, who struck again and leaped aside.",Amused,9.7766875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2735.wav,"Unconsciously, our yells and exclamations yielded to this rhythm.",Amused,9.760625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3676.wav,Every bone in her aged body seemed broken or dislocated.,Sleepy,9.735333333
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_740.wav,"A sinewy hand, dripping with water, was clutching the rail.",Disgusted,9.7185
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3278.wav,He cried in such genuine dismay that she broke into hearty laughter.,Sleepy,9.709166667
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3586.wav,It happened to him at the Gallina Society in Oakland one afternoon.,Amused,9.6983125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1956.wav,They are greatly delighted with anything that is bright or giveth a sound.,Disgusted,9.663
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_714.wav,The Eldorado emptied its occupants into the street to see the test.,Sleepy,9.65825
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4780.wav,Halfway around the track one donkey got into an argument with its rider.,Sleepy,9.6510625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2723.wav,He cried in such genuine dismay that she broke into hearty laughter.,Disgusted,9.6413125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4095.wav,"They had no fixed values, to be altered by adjectives and adverbs.",Amused,9.6204375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3736.wav,"Out of his eighteen hundred, he laid aside sixteen hundred each year.",Disgusted,9.58475
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1656.wav,He had observed the business life of Hawaii and developed a vaulting ambition.,Sleepy,9.57525
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1567.wav,Nevertheless we found ourselves once more in the high seat of abundance.,Disgusted,9.566375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2779.wav,A big canvas tent was the first thing to come within his vision.,Sleepy,9.54325
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4131.wav,"They had no fixed values, to be altered by adjectives and adverbs.",Sleepy,9.5335625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_619.wav,This tacit promise of continued acquaintance gave Saxon a little joy-thrill.,Sleepy,9.525625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_496.wav,It seemed the ordained order of things that dogs should work.,Sleepy,9.5205
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4042.wav,For a time the exciting thrill of his adventure was gone.,Sleepy,9.5075625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_981.wav,Sometimes her dreams were filled with visions.,Amused,9.491375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3995.wav,"In the car were Unwin and Harrison, while Jones sat with the chauffeur.",Amused,9.490375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3283.wav,MacDougall tapped his forehead suspiciously with a stubby forefinger.,Sleepy,9.466020833
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4209.wav,"The promoter's eyes were heavy, with little puffy bags under them.",Disgusted,9.431625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3701.wav,"Quick was the disappointment in his face, yet smiling was the acquiescence.",Sleepy,9.4240625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1852.wav,So we have to fit the boat throughout with oil lamps as well.,Sleepy,9.416375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2219.wav,"He is too keenly intelligent, too sharply sensitive, successfully to endure.",Sleepy,9.3963125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3993.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges.,Amused,9.3714375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_445.wav,"I obeyed, and a minute or two later they stood before him.",Disgusted,9.34725
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1226.wav,"Fresh cases, still able to walk, they clustered about the spokesman.",Amused,9.3413125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_51.wav,And twenty men could hold it with spears and arrows.,Disgusted,9.3379375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_386.wav,It will break our hearts and our backs to hoist anchor by hand.,Sleepy,9.2810625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_790.wav,"The man smiled grimly, and brought a hatchet and a club.",Disgusted,9.26175
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1525.wav,Scarcely had he uttered the name when Pierre's closing eyes shot open.,Amused,9.226625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1353.wav,Nevertheless we found ourselves once more in the high seat of abundance.,Sleepy,9.216791667
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2450.wav,Anything unusual or abnormal was sufficient to send a fellow to Molokai.,Amused,9.2106875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2334.wav,"Your price, my son, is just about thirty per week.",Disgusted,9.1856875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3609.wav,From my earliest recollection my sleep was a period of terror.,Amused,9.1733125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1242.wav,"Why, the average review is more nauseating than cod liver oil.",Amused,9.1660625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4168.wav,"Only, it is so wonderful, so almost impossible to believe.",Sleepy,9.1651875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2020.wav,"She turned, fearing that Jacques might see what was in her face.",Disgusted,9.1599375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2769.wav,"Unconsciously, our yells and exclamations yielded to this rhythm.",Sleepy,9.111375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1270.wav,"Youth had come back to her, freed from the yoke of oppression.",Sleepy,9.103625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2703.wav,Whiz-zip-bang. Lop-Ear screamed with sudden anguish.,Disgusted,9.094625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2190.wav,"I am going to surprise father, and you will go with Pierre.",Amused,9.0940625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1758.wav,The Resident Commissioner is away in Australia.,Amused,9.08525
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4516.wav,It drowned all sound that brute agony and death may have made.,Disgusted,9.0745625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3164.wav,"I tried to read George Moore last night, and was dreadfully bored.",Sleepy,9.046125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4517.wav,"It is very plausible to such people, a most convincing hypothesis.",Sleepy,9.0201875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1167.wav,"The promoter's eyes were heavy, with little puffy bags under them.",Sleepy,9.015375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4801.wav,"Bob, growing disgusted, turned back suddenly and attempted to pass Mab.",Sleepy,9.013791667
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1319.wav,I may manage to freight a cargo back as well.,Amused,9.0074375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4818.wav,"The man smiled grimly, and brought a hatchet and a club.",Amused,9.0070625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3672.wav,For an instant he saw Pierre drawn like a silhouette against the sky.,Disgusted,8.977770833
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1305.wav,Both Johnny and his mother shuffled their feet as they walked.,Amused,8.962125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1400.wav,But what they want with your toothbrush is more than I can imagine.,Amused,8.952875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_286.wav,"They handled two men already, both grub-thieves.",Disgusted,8.9519375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_326.wav,"Out of his eighteen hundred, he laid aside sixteen hundred each year.",Sleepy,8.94875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2967.wav,"And MacDougall was beyond the trail, with three weeks to spare.",Sleepy,8.927166667
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4046.wav,He was the soul of devotion to his employers.,Amused,8.9021875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_170.wav,They closed now until his fingers were like cords of steel.,Disgusted,8.8978125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3935.wav,"It is also an insidious, deceitful sun.",Sleepy,8.895875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2348.wav,I suppose you picked that lingo up among the Indians.,Sleepy,8.894625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4274.wav,It was not Red-Eye's way to forego revenge so easily.,Amused,8.8855
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4129.wav,"Between the rush of the cascades, streaks of rust showed everywhere.",Sleepy,8.865354167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3739.wav,He considered the victory already his and stepped forward to the meat.,Sleepy,8.8651875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1458.wav,It drowned all sound that brute agony and death may have made.,Sleepy,8.83725
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2660.wav,"Straight out they swam, their heads growing smaller and smaller.",Disgusted,8.8350625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_541.wav,"His outstretched arm dropped to his side, and he paused.",Amused,8.8279375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2444.wav,To my surprise he began to show actual enthusiasm in my favor.,Amused,8.813375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_159.wav,"It is very plausible to such people, a most convincing hypothesis.",Disgusted,8.7998125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_488.wav,Is that Pat Hanrahan's mug looking hungry and willing.,Sleepy,8.7940625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_447.wav,"Mercedes screamed, cried, laughed, and manifested the chaotic abandonment of hysteria.",Angry,8.7933125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1760.wav,Every bone in her aged body seemed broken or dislocated.,Sleepy,8.79
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4692.wav,But what they want with your toothbrush is more than I can imagine.,Disgusted,8.787
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1104.wav,So unexpected was my charge that I knocked him off his feet.,Sleepy,8.776854167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2824.wav,"The river bared its bosom, and snorting steamboats challenged the wilderness.",Disgusted,8.7635
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2373.wav,"He is too keenly intelligent, too sharply sensitive, successfully to endure.",Amused,8.7605625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2565.wav,"Bob, growing disgusted, turned back suddenly and attempted to pass Mab.",Amused,8.75825
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2756.wav,They are greatly delighted with anything that is bright or giveth a sound.,Amused,8.7480625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_171.wav,From my earliest recollection my sleep was a period of terror.,Sleepy,8.7463125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1763.wav,There's a big English general right now whose name is Roberts.,Amused,8.7181875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2188.wav,"Mercedes screamed, cried, laughed, and manifested the chaotic abandonment of hysteria.",Disgusted,8.6965
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4793.wav,"Nimrod replied, with a slight manifestation of sensitiveness.",Amused,8.683875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1012.wav,"As for himself, weren't the street railway earnings increasing steadily.",Sleepy,8.683625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_215.wav,"Wada, Louis, and the steward are servants of Asiatic breed.",Sleepy,8.683625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1913.wav,"To his surprise, her answer was flat and uncompromising.",Amused,8.681625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1943.wav,"In the car were Unwin and Harrison, while Jones sat with the chauffeur.",Sleepy,8.6745625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3060.wav,"Quick was the disappointment in his face, yet smiling was the acquiescence.",Disgusted,8.6696875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_254.wav,"And when you come back in a few days, bring Eileen.",Sleepy,8.6655
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3093.wav,The Eldorado emptied its occupants into the street to see the test.,Sleepy,8.6634375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3012.wav,But in the canyons water was plentiful and also a luxuriant forest growth.,Amused,8.6105
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_856.wav,Anything unusual or abnormal was sufficient to send a fellow to Molokai.,Sleepy,8.60175
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3824.wav,Anything unusual or abnormal was sufficient to send a fellow to Molokai.,Sleepy,8.589125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2091.wav,So Hughie and I did the managing ourselves.,Amused,8.5844375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_647.wav,"Nimrod replied, with a slight manifestation of sensitiveness.",Sleepy,8.582333333
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3128.wav,Every bone in her aged body seemed broken or dislocated.,Disgusted,8.568375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2650.wav,"At sea, Monday, March 16, 1908.",Disgusted,8.55325
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1187.wav,"Unconsciously, our yells and exclamations yielded to this rhythm.",Sleepy,8.548958333
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2595.wav,Halfway around the track one donkey got into an argument with its rider.,Amused,8.5489375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3617.wav,For a time the exciting thrill of his adventure was gone.,Amused,8.5408125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4703.wav,I noticed blood spouting from Kerfoot's left hand.,Disgusted,8.5223125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_809.wav,"They are his tongue, by which he makes his knowledge articulate.",Sleepy,8.5176875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1827.wav,"Also, she has forbidden them smoking their pipes in the after-room.",Amused,8.5111875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4370.wav,At first he puzzled over something untoward he was sure had happened.,Sleepy,8.491791667
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1064.wav,A wildly exciting time was his during the week preceding Thursday the eighteenth.,Sleepy,8.4715625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2209.wav,"Obviously, it was a disease that could be contracted by contact.",Disgusted,8.459125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2600.wav,"Bob, growing disgusted, turned back suddenly and attempted to pass Mab.",Sleepy,8.4563125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2372.wav,"Beyond dispute, Corry Hutchinson had married Mabel Holmes.",Disgusted,8.44975
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3338.wav,"Wada, Louis, and the steward are servants of Asiatic breed.",Amused,8.444125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3345.wav,She was sleeping under his protection as sweetly as a child.,Sleepy,8.4290625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1790.wav,You live on an income which your father earned.,Amused,8.428375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_785.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges.,Sleepy,8.424875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4253.wav,You have heard always how he was the lover of the Princess Naomi.,Disgusted,8.4044375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3417.wav,"Captain West may be a Samurai, but he is also human.",Disgusted,8.4039375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3915.wav,"As for himself, weren't the street railway earnings increasing steadily.",Disgusted,8.4014375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_202.wav,"The lace was of a delicate ivory color, faintly tinted with yellow.",Disgusted,8.3969375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3860.wav,Now go ahead and tell me in a straightforward way what has happened.,Sleepy,8.385104167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1266.wav,He was determined now to maintain a more certain hold upon himself.,Disgusted,8.3796875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1768.wav,I came for information more out of curiosity than anything else.,Sleepy,8.3796875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1227.wav,His beady black eyes saw bargains where other men saw bankruptcy.,Amused,8.377125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_199.wav,"Philip stood undecided, his ears strained to catch the slightest sound.",Amused,8.374375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_260.wav,Is that Pat Hanrahan's mug looking hungry and willing.,Disgusted,8.3641875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3655.wav,MacDougall tapped his forehead suspiciously with a stubby forefinger.,Sleepy,8.3545
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3259.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges.,Disgusted,8.3515
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_711.wav,He had observed the business life of Hawaii and developed a vaulting ambition.,Sleepy,8.347041667
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1880.wav,But in the canyons water was plentiful and also a luxuriant forest growth.,Sleepy,8.347020833
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1469.wav,"Besides, he was paid one case of tobacco per head.",Amused,8.347
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2096.wav,A wildly exciting time was his during the week preceding Thursday the eighteenth.,Sleepy,8.3416875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4597.wav,When I came to I was waving my hat and murmuring ecstatically.,Sleepy,8.3364375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2005.wav,"At sea, Wednesday, March 18, 1908.",Sleepy,8.3329375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1281.wav,Thus had the raw wilderness prepared him for this day.,Sleepy,8.332854167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1438.wav,It will break our hearts and our backs to hoist anchor by hand.,Amused,8.3293125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_614.wav,And that was the last of Francois and Perrault.,Sleepy,8.3138125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2549.wav,"Saxon waited, for she knew a fresh idea had struck Billy.",Disgusted,8.303375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2336.wav,"Between the rush of the cascades, streaks of rust showed everywhere.",Disgusted,8.296375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2031.wav,"The lace was of a delicate ivory color, faintly tinted with yellow.",Sleepy,8.290604167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2828.wav,"Why, the average review is more nauseating than cod liver oil.",Sleepy,8.27025
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2865.wav,"As for himself, weren't the street railway earnings increasing steadily.",Amused,8.2540625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2281.wav,With my strength I slammed it full into Red-Eye's face.,Disgusted,8.2505625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_10.wav,Perrault found one with head buried in the grub box.,Sleepy,8.2425625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1068.wav,The Eldorado emptied its occupants into the street to see the test.,Disgusted,8.24175
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4196.wav,I tell you I am disgusted with this adventure tomfoolery and rot.,Sleepy,8.2350625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3428.wav,He told himself that as he washed himself and groomed his disheveled clothes.,Sleepy,8.218875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3206.wav,"He made sure that the magazine was loaded, and resumed his paddling.",Sleepy,8.218625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1761.wav,Violent life and athletic sports had never appealed to me.,Disgusted,8.217375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3665.wav,Now go ahead and tell me in a straightforward way what has happened.,Disgusted,8.21525
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1186.wav,The farmer works the soil and produces grain.,Amused,8.2100625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3047.wav,A half a case of tobacco was worth three pounds.,Amused,8.2088125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2312.wav,Low bush whipped him in the face and left no sting.,Sleepy,8.2068125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4594.wav,His newborn cunning gave him poise and control.,Sleepy,8.196375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3941.wav,A moment before he was intoxicated by a joy that was almost madness.,Disgusted,8.193125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4491.wav,He waded into the edge of the water and began scrubbing himself.,Sleepy,8.1929375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4743.wav,"The man smiled grimly, and brought a hatchet and a club.",Sleepy,8.185833333
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1694.wav,"Oppressive as the heat had been, it was now even more oppressive.",Amused,8.181125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1510.wav,The stout wood was crushed like an eggshell.,Amused,8.175125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1941.wav,The butchers and meat cutters refused to handle meat destined for unfair restaurants.,Amused,8.165875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3279.wav,The added weight had a velocity of fifteen miles per hour.,Sleepy,8.1609375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_362.wav,But there was something even more startling than this resemblance.,Sleepy,8.1519375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_775.wav,"And the Edinburgh Evening News says, with editorial gloom.",Sleepy,8.144125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4061.wav,"Fresh cases, still able to walk, they clustered about the spokesman.",Disgusted,8.131375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3033.wav,Down there the earth was already swelling with life.,Disgusted,8.1184375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_465.wav,"Nimrod replied, with a slight manifestation of sensitiveness.",Disgusted,8.1170625
